endpoint,surface_size_cells,observed_q,hidden_cells_per_split,model_snapshots,mean_hidden_balanced_accuracy,majority_baseline,mean_lift,models_with_positive_lift,total_models,aggregation
acceptable_floor_choice,32,12,20,10,0.74693002007556464,0.52508604978354989,0.22184397029201483,10,10,mean of model-level means; model means are means over q12 balanced-random split masks
