quantity,mean,sd,p2_5,p5,median,p95,worst_valid_split,percent_splits_below_majority_baseline
q12_degree1_hidden_BA,0.74817229116819883,0.19809223592970429,0.45238095238095233,0.5,0.78021978021978022,1,0.058823529411764705,6.697402597402597
