n,mean,sd,median,q025,q975,min,max,observed_degree1_q12_model_mean_hidden_ba,tail_count_ge_observed,empirical_p_plus1,z_vs_shuffle_mean,permutations,split_reps_per_surface,query_budget_q,seed,runtime_seconds
5000,0.5225585702623085,0.005160473005287071,0.522382747413442,0.5126723643040867,0.5330286805454783,0.5045907169344426,0.5457188478490016,0.7469300200755646,0,0.0001999600079984003,43.478853504975305,5000,100,12,20260512,5.586195945739746
