frozen_replicates,raw_recomputed_replicates,frozen_mean,raw_recomputed_mean,mean_delta,max_abs_replicate_delta,rowwise_match_within_1e_12
5000,5000,0.5225585702623085,0.5225585702623085,0.0,0.0,True
