bootstrap_unit,n_units,observed,boot_sd,ci_q025,boot_median,ci_q975,n_boot
model,10,0.7469300200755646,0.010633838657529465,0.7248919413805622,0.7474488431038717,0.7662183788117599,50000
scenario_cluster_model_weighted,14,0.7469300200755646,0.023582965164187154,0.7042752634249279,0.7461030006873157,0.7950798778624784,50000
scenario_simple,14,0.7385328849729073,0.020938773209369578,0.7003374546139687,0.7375083085076866,0.7816805165314957,50000
