replicate,model_boot_mean,scenario_cluster_model_weighted_boot_mean,scenario_simple_boot_mean
233,0.7474848878891536,0.7650282349325496,0.7056099379566181
234,0.7522947254687118,0.7801898549379261,0.733264544834367
235,0.7500583905693174,0.7342222046420076,0.7485373557997335
236,0.76670166718561,0.7777326405571949,0.7388435997653129
237,0.7286151079129894,0.8023168784298168,0.7002732875902408
238,0.7572691857337791,0.7139030336058387,0.7454510688055492
239,0.7517969589166866,0.7277196814865636,0.7484048954684154
240,0.74298242210937,0.7403082636317591,0.7220243257489105
241,0.7566553947414778,0.732847969633403,0.7440967338731695
242,0.7297614379133581,0.7799649689769228,0.731990958066542
243,0.7387529701031599,0.7496817052797591,0.7298435189558327
244,0.7368621856561629,0.7618278069839847,0.7477823433143833
245,0.7545809122149647,0.8081987823035428,0.733533692032817
246,0.7486728424200851,0.7607138061706987,0.7414092140514399
247,0.7284369848055783,0.7741866623228162,0.7551679219042491
248,0.7362538417761672,0.7464859696140755,0.7089392268083283
249,0.7507580321984701,0.7480965935467127,0.7134931891381411
250,0.7497410932563422,0.744040125705886,0.7330767528459791
251,0.7471836418203548,0.7477372483717544,0.7308222234818403
252,0.7372519087044631,0.7446887540742153,0.725376933763933
253,0.737153362538207,0.734725892453846,0.7669766630534102
254,0.7627381681368531,0.7488291257557271,0.7267499043743203
255,0.7593090001499471,0.7100556838316395,0.7339626523809566
256,0.7653872249810232,0.7437288136007291,0.76135546454928
257,0.7613369617924628,0.6952762275557248,0.7261913409361732
258,0.7363907180020894,0.727123559511163,0.7512441763916968
259,0.7483923062408349,0.7403021818948844,0.7069749674985661
260,0.7472490560504065,0.7463426774896831,0.7641894669820734
261,0.7359313862944099,0.7509228300935965,0.7155376650867105
262,0.7375526257855958,0.7400266800820772,0.7460458713954636
263,0.7481928561092823,0.7518909573277522,0.7385546389658525
264,0.7456689192365454,0.7725808126052941,0.7406246315354907
265,0.7459655004623197,0.713155639703247,0.7387022936685624
266,0.7565936831659109,0.701386635099349,0.7528743943864161
267,0.7422844010002909,0.7764502045657752,0.7388676453002506
268,0.7456345587634805,0.7432987107875618,0.7567348244310274
269,0.7437876650972747,0.7377800767052392,0.721939998264778
270,0.7230472351137107,0.7272907785307818,0.7797118013760078
271,0.7591413708712598,0.7456734845433388,0.7395358375251794
272,0.7424017675862467,0.7498134133976758,0.7507863667813414
273,0.7366554163603112,0.786578523157277,0.7449176333211731
274,0.734024992044454,0.7377329089072644,0.7440053541015333
275,0.7329046060496619,0.7147898771785425,0.7175783322726303
276,0.747352320010032,0.762090703399039,0.7218064879206454
277,0.7367753255030252,0.7354730426182646,0.7451930755794817
278,0.7384342574277427,0.78773675822569,0.73900764757434
279,0.7521036686568372,0.7457913766986434,0.7343119800162915
280,0.7467342252039036,0.7405243585765893,0.7501419969685118
281,0.7476037874487346,0.7166882949890108,0.7826307558419725
282,0.7360673404836477,0.7742266057966395,0.7487364135170821
283,0.7471491205840796,0.765793051612488,0.7193148623942806
284,0.751819918658913,0.7599008727081931,0.7294366989852852
285,0.7511594720817748,0.7344560704323564,0.7290717600881779
286,0.7356692942850895,0.7405430389069235,0.7259160317113649
287,0.7619669463700368,0.7365224206502584,0.7101590284511821
288,0.7635924180811532,0.7051963480810891,0.7337659149442625
289,0.7475147471925125,0.7909476886153044,0.73054252962418
290,0.7559073250947945,0.7341111434298792,0.7394843522251927
291,0.7213560896872592,0.763904875411819,0.7386129149094146
292,0.7564205902158718,0.773892184363369,0.7487638056852032
293,0.7459859582013417,0.7515509064029356,0.7351591031280262
294,0.7315424367540455,0.7307803143469549,0.7409152110782938
295,0.743823431669659,0.7481305319888062,0.7261482284050829
296,0.743079696877146,0.7584267110950028,0.710163822956112
297,0.7474995979852561,0.7999578463398763,0.7220878404369528
298,0.7452380614910993,0.7403889736617328,0.7176219300853571
299,0.749455953958347,0.7499323931642177,0.7574391729639534
300,0.7502177476066783,0.786231349973251,0.7466534197985535
301,0.7306361548598026,0.7447252717806194,0.7175729316912198
